Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
4083	Solanum chilense	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon,Solanum chilense	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4070,424551,424574,4107,49274,4083
4096	Nicotiana sylvestris	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Nicotianoideae,Nicotianeae,Nicotiana,Nicotiana sylvestris	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4070,424554,424562,4085,4096
4097	Nicotiana tabacum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Nicotianoideae,Nicotianeae,Nicotiana,Nicotiana tabacum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4070,424554,424562,4085,4097
4108	Solanum chacoense	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum chacoense	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4070,424551,424574,4107,4108
4113	Solanum tuberosum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum tuberosum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4070,424551,424574,4107,4113
4155	Erythranthe guttata	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Lamiales,Phrymaceae,Erythranthe,Erythranthe guttata	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4143,41399,1502711,4155
4170	Striga asiatica	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Lamiales,Orobanchaceae,Buchnereae,Striga,Striga asiatica	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4143,91896,216769,4169,4170
4182	Sesamum indicum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Lamiales,Pedaliaceae,Sesamum,Sesamum indicum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4143,4180,4181,4182
4232	Helianthus annuus	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Asterales,Asteraceae,Asteroideae,Heliantheae alliance,Heliantheae,Helianthus,Helianthus annuus	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91882,4209,4210,102804,911341,102814,4231,4232
4236	Lactuca sativa	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Asterales,Asteraceae,Cichorioideae,Cichorieae,Lactucinae,Lactuca,Lactuca sativa	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91882,4209,4210,219120,219121,745062,4235,4236
4432	Nelumbo nucifera	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Proteales,Nelumbonaceae,Nelumbo,Nelumbo nucifera	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,232378,4429,4430,4432
4442	Camellia sinensis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,Ericales,Theaceae,Camellia,Camellia sinensis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,41945,27065,4441,4442
4460	Colocasia esculenta	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Alismatales,Araceae,Aroideae,Colocasieae,Colocasia,Colocasia esculenta	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,16360,4454,284555,293508,4459,4460
4529	Oryza rufipogon	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza rufipogon	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147367,147380,1648021,4527,4529
4533	Oryza brachyantha	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza brachyantha	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147367,147380,1648021,4527,4533
4536	Oryza nivara	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza nivara	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147367,147380,1648021,4527,4536
4537	Oryza punctata	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza punctata	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147367,147380,1648021,4527,4537
4538	Oryza glaberrima	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Oryzoideae,Oryzeae,Oryzinae,Oryza,Oryza glaberrima	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147367,147380,1648021,4527,4538
4540	Panicum miliaceum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Panicodae,Paniceae,Panicinae,Panicum,Panicum miliaceum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648036,147428,1293365,4539,4540
4555	Setaria italica	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Panicodae,Paniceae,Cenchrinae,Setaria,Setaria italica	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648036,147428,1293361,4554,4555
4556	Setaria viridis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Panicodae,Paniceae,Cenchrinae,Setaria,Setaria viridis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648036,147428,1293361,4554,4556
4558	Sorghum bicolor	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Sorghinae,Sorghum,Sorghum bicolor	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648033,147429,1648028,4557,4558
4565	Triticum aestivum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Pooideae,Triticodae,Triticeae,Triticinae,Triticum,Triticum aestivum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147368,1648038,147389,1648030,4564,4565
4572	Triticum urartu	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,BOP clade,Pooideae,Triticodae,Triticeae,Triticinae,Triticum,Triticum urartu	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,359160,147368,1648038,147389,1648030,4564,4572
4577	Zea mays	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea,Zea mays	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648033,147429,1648029,4575,4577
4615	Ananas comosus	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Bromeliaceae,Bromelioideae,Ananas,Ananas comosus	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4613,1909378,4614,4615
4639	Ensete ventricosum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Zingiberales,Musaceae,Ensete,Ensete ventricosum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,4618,4637,4638,4639
4686	Asparagus officinalis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,Asparagales,Asparagaceae,Asparagoideae,Asparagus,Asparagus officinalis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,73496,40552,703533,4685,4686
4779	Bremia lactucae	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Bremia,Bremia lactucae	1,131567,2759,2698737,33634,4762,4776,4777,4778,4779
4781	Plasmopara halstedii	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii	1,131567,2759,2698737,33634,4762,4776,4777,4780,4781
4787	Phytophthora infestans	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora infestans	1,131567,2759,2698737,33634,4762,4776,4777,4783,4787
4790	Phytophthora nicotianae	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora nicotianae	1,131567,2759,2698737,33634,4762,4776,4777,4783,4790
4792	Phytophthora parasitica	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora parasitica	1,131567,2759,2698737,33634,4762,4776,4777,4783,4792
4829	Absidia glauca	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia glauca	1,131567,2759,33154,4751,112252,1913637,451507,2212703,4827,4851,4828,4829
4874	Gigaspora margarita	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Mucoromycota,Glomeromycotina,Glomeromycetes,Diversisporales,Gigasporaceae,Gigaspora,Gigaspora margarita	1,131567,2759,33154,4751,112252,1913637,214504,214506,214509,36753,4873,4874
4909	Pichia kudriavzevii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,1156497,4919,4909
4922	Komagataella pastoris	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella pastoris	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,115784,460517,4922
4926	Pichia membranifaciens	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,1156497,4919,4926
4932	Saccharomyces cerevisiae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,4930,4932
4952	Yarrowia lipolytica	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,34353,4951,4952
4955	Lachancea fermentati	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea fermentati	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,300275,4955
4956	Zygosaccharomyces rouxii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces rouxii	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,4953,4956
4999	Kockovaella imperatae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella imperatae	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1910893,4998,4999
5005	Sporobolomyces salmonicolor	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces salmonicolor	1,131567,2759,33154,4751,451864,5204,29000,162481,231213,1799696,5429,5005
5007	Brettanomyces bruxellensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,1156497,13366,5007
5025	Venturia inaequalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Venturiales,Venturiaceae,Venturia,Venturia inaequalis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,1111111,5023,5024,5025
5037	Histoplasma capsulatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Histoplasma,Histoplasma capsulatum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,299071,5036,5037
5059	Aspergillus flavus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati,Aspergillus flavus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,5059
5061	Aspergillus niger	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati,Aspergillus niger	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,5061
5062	Aspergillus oryzae	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati,Aspergillus oryzae	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,5062
5067	Aspergillus parasiticus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus parasiticus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,5067
5068	Aspergillus tubingensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,5068
5076	Penicillium chrysogenum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex,Penicillium chrysogenum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,254878,5076
